,obsid,designation,obsdate,lmjd,planid,spid,fiberid,ra,dec,snru,snrg,snrr,snri,snrz,objtype,class,subclass,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,t_info,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err,totalCounts,B,V,R,I,BV,BR,BI,VR,VI,RI,Ha,Hb,Hg,filename
899,709003,J233754.82+313422.5,2011-10-27,55862.0,B6202,9.0,3.0,354.478436,31.57292,1.39,8.08,22.35,33.09,24.32,Star,STAR,K5,ugrizjh,19.11,16.72,15.72,15.34,15.14,14.01,13.48,PILOT,Obj,SDSS_S_Y,,-36.42,9.23,4.667,0.237,4509.67,93.9,0.032,0.288,192524.859375,-4.05072510242,-4.426638484,-4.47199821472,-4.32539671659,0.375913381577,0.421273112297,0.27467161417,0.0453597307205,-0.101241767406,-0.146601498127,0.909981465479,1.25057097486,4.53199126188,spec-55862-B6202_sp09-003.fits
900,709006,J233837.25+313018.8,2011-10-27,55862.0,B6202,9.0,6.0,354.655219,31.505238,5.45,36.23,67.23,80.36,56.29,Star,STAR,G0,ugrizjh,99.0,99.0,99.0,99.0,99.0,13.64,13.29,PILOT,Obj,SDSS_S_Y,,-56.78,12.67,4.499,0.549,5784.97,159.39,-0.199,0.41,808232.875,-6.08888924122,-6.01237535477,-5.74845075607,-5.37193953991,-0.0765138864517,-0.340438485146,-0.716949701309,-0.263924598694,-0.640435814857,-0.376511216164,2.1059099559,1.33059378238,3.50069563146,spec-55862-B6202_sp09-006.fits
901,709010,J233729.44+312623.7,2011-10-27,55862.0,B6202,9.0,10.0,354.372697,31.439924,3.96,32.43,62.54,76.06,52.14,Star,STAR,F9,ugrizjh,17.21,15.62,14.99,15.37,14.71,13.82,13.47,PILOT,Obj,SDSS_S_Y,,-70.42,9.93,4.452,0.546,5651.95,160.73,0.25,0.342,722653.375,-5.94536483288,-5.9237653017,-5.66504955292,-5.28639435768,-0.0215995311737,-0.280315279961,-0.658970475197,-0.258715748787,-0.637370944023,-0.378655195236,1.84702881975,1.00015378729,5.45807333114,spec-55862-B6202_sp09-010.fits
902,709011,J233821.93+313544.8,2011-10-27,55862.0,B6202,9.0,11.0,354.591405,31.595795,3.24,21.3,36.53,43.08,29.01,Star,STAR,G0,ugrizjh,17.45,16.07,15.55,15.35,15.31,14.42,14.02,PILOT,Obj,SDSS_S_Y,,-19.54,14.48,4.298,0.509,5838.12,210.32,0.066,0.461,376796.5,-5.29059052467,-5.19208192825,-4.8887771368,-4.48000192642,-0.0985085964203,-0.401813387871,-0.810588598251,-0.303304791451,-0.712080001831,-0.408775210381,2.72157379135,2.16670415269,3.17800305466,spec-55862-B6202_sp09-011.fits
903,709013,J233713.53+313330.0,2011-10-27,55862.0,B6202,9.0,13.0,354.306395,31.558348,3.08,21.39,35.72,43.28,28.46,Star,STAR,G0,ugrizjh,17.47,16.04,15.56,15.34,15.37,14.42,14.05,PILOT,Obj,SDSS_S_Y,,-24.84,16.44,4.176,0.594,5803.39,224.67,-0.144,0.504,377851.8125,-5.25611877441,-5.19532203674,-4.92553323507,-4.53856557608,-0.0607967376709,-0.330585539341,-0.717553198338,-0.26978880167,-0.656756460667,-0.386967658997,2.09245191557,1.83597353199,5.49444620491,spec-55862-B6202_sp09-013.fits
904,709015,J233815.33+313224.2,2011-10-27,55862.0,B6202,9.0,15.0,354.56388,31.540064,3.62,30.3,44.12,53.28,38.49,Star,STAR,G5,ugrizjh,17.46,15.76,15.09,14.87,14.75,13.85,13.43,PILOT,Obj,SDSS_S_Y,,-55.87,10.1,4.328,0.544,5500.96,170.56,0.045,0.406,462233.6875,-5.29876589775,-5.43898165226,-5.26785135269,-4.96938586235,0.140215754509,-0.0309145450592,-0.3293800354,-0.171130299568,-0.469595789909,-0.298465490341,1.52199104539,1.3193049878,4.00260768876,spec-55862-B6202_sp09-015.fits
905,709017,J233807.52+313302.1,2011-10-27,55862.0,B6202,9.0,17.0,354.531363,31.550585,7.31,39.61,64.64,74.57,47.25,Star,STAR,F5,ugrizjh,15.83,14.73,14.31,15.41,14.12,13.24,13.04,PILOT,Obj,SDSS_S_Y,,31.92,21.5,4.169,0.56,6166.86,196.68,-0.525,0.465,791867.8125,-6.20704233646,-5.94564497471,-5.57530164719,-5.10271847248,-0.261397361755,-0.631740689278,-1.10432386398,-0.370343327522,-0.842926502228,-0.472583174706,2.39543618781,2.17266118666,4.21866570626,spec-55862-B6202_sp09-017.fits
906,709019,J233706.59+313008.9,2011-10-27,55862.0,B6202,9.0,19.0,354.277494,31.502491,1.88,15.2,21.23,26.93,16.99,Star,STAR,F9,ugrizjh,17.83,16.18,15.58,15.37,15.37,14.39,14.07,PILOT,Obj,SDSS_S_Y,,-53.47,15.86,4.058,0.634,5458.02,259.83,-0.001,0.613,201795.890625,-4.57017153502,-4.52134549618,-4.27275240421,-3.8975507021,-0.0488260388374,-0.297419130802,-0.67262083292,-0.248593091965,-0.623794794083,-0.375201702118,1.63224487432,1.54172518426,2.87236804417,spec-55862-B6202_sp09-019.fits
907,709020,J233801.45+312038.9,2011-10-27,55862.0,B6202,9.0,20.0,354.506055,31.34416,1.48,10.75,18.41,25.27,17.18,Star,STAR,G5,ugrizjh,18.89,16.96,16.17,15.84,15.67,14.63,14.05,PILOT,Obj,SDSS_S_Y,,-77.6,12.99,4.526,0.458,4929.7,192.3,-0.373,0.504,163643.203125,-4.17115777731,-4.28579628468,-4.14054393768,-3.89752954245,0.114638507366,-0.0306138396263,-0.273628234863,-0.145252346992,-0.388266742229,-0.243014395237,0.675758719013,0.395228772044,3.73148626845,spec-55862-B6202_sp09-020.fits
908,709021,J233742.86+312700.8,2011-10-27,55862.0,B6202,9.0,21.0,354.428612,31.450239,1.42,11.66,22.77,29.7,19.17,Star,STAR,K1,ugrizjh,19.36,17.17,16.31,16.02,15.87,14.87,14.41,PILOT,Obj,SDSS_S_Y,,-18.4,8.69,4.413,0.351,4933.63,157.37,0.111,0.364,161878.5625,-4.13590818644,-4.31014955044,-4.17769610882,-3.8826584816,0.174241364002,0.0417879223824,-0.253249704838,-0.13245344162,-0.42749106884,-0.29503762722,1.19093264208,0.320899699318,2.95756928013,spec-55862-B6202_sp09-021.fits
909,709022,J233645.74+313027.6,2011-10-27,55862.0,B6202,9.0,22.0,354.190589,31.507683,5.99,35.15,49.2,58.83,39.98,Star,STAR,F5,ugrizjh,16.25,15.04,14.65,14.53,14.52,13.58,13.33,PILOT,Obj,SDSS_S_Y,,-60.94,20.17,3.947,0.585,6026.11,207.92,-0.619,0.506,568246.125,-5.67751169205,-5.61139643192,-5.36494553089,-5.00171780586,-0.0661152601242,-0.312566161156,-0.675793886185,-0.246450901031,-0.60967862606,-0.363227725029,2.63146645213,1.76549409426,2.18016137754,spec-55862-B6202_sp09-022.fits
910,709024,J233816.66+312116.3,2011-10-27,55862.0,B6202,9.0,24.0,354.569426,31.354544,2.41,31.05,71.28,95.25,72.75,Star,STAR,K5,ugrizjh,18.0,15.45,14.32,14.08,13.68,12.61,12.0,PILOT,Obj,SDSS_S_Y,,-17.62,5.8,4.599,0.191,4397.78,52.45,-0.14,0.178,964124.8125,-5.81811010838,-6.16515994072,-6.25507891178,-6.05604350567,0.347049832344,0.436968803406,0.237933397293,0.0899189710617,-0.109116435051,-0.199035406113,0.24251255944,0.644020905557,3.00287723426,spec-55862-B6202_sp09-024.fits
911,709025,J233642.42+313513.8,2011-10-27,55862.0,B6202,9.0,25.0,354.176783,31.587183,2.82,19.66,29.95,36.46,23.63,Star,STAR,G0,ugrizjh,17.54,16.19,15.67,15.49,15.45,14.46,14.2,PILOT,Obj,SDSS_S_Y,,-56.09,20.29,3.7,0.672,5534.23,255.46,-0.606,0.606,311666.875,-5.03400743008,-4.98385101557,-4.71463918686,-4.34447646141,-0.0501564145088,-0.319368243217,-0.689530968666,-0.269211828709,-0.639374554157,-0.370162725449,2.15965634223,1.16775326552,3.6430403632,spec-55862-B6202_sp09-025.fits
912,709027,J233729.41+320559.4,2011-10-27,55862.0,B6202,9.0,27.0,354.372544,32.099857,3.67,26.74,49.94,57.55,36.91,Star,STAR,G0,ugrizjh,99.0,99.0,99.0,99.0,99.0,13.87,13.54,PILOT,Obj,SDSS_S_Y,,-7.14,13.86,4.141,0.631,5993.52,210.35,0.102,0.421,534457.625,-5.67846357822,-5.57467937469,-5.28328895569,-4.83895808458,-0.103784203529,-0.395174622536,-0.839505493641,-0.291390419006,-0.735721290112,-0.444330871105,2.19607406039,2.33100943986,7.57917782349,spec-55862-B6202_sp09-027.fits
913,709028,J233824.31+321236.8,2011-10-27,55862.0,B6202,9.0,28.0,354.60133,32.210236,1.58,11.46,21.21,29.83,20.37,Star,STAR,K5,ugrizjh,18.99,16.96,16.06,15.68,15.46,14.32,13.71,PILOT,Obj,SDSS_S_Y,,-36.46,12.12,4.53,0.353,4549.84,136.82,-0.71,0.469,185553.3125,-4.11820054054,-4.37695473433,-4.42498147488,-4.21515733004,0.258754193783,0.306780934334,0.0969567894936,0.048026740551,-0.161797404289,-0.20982414484,0.777470379218,0.221084899413,3.59104316726,spec-55862-B6202_sp09-028.fits
914,709029,J233735.81+320031.6,2011-10-27,55862.0,B6202,9.0,29.0,354.399236,32.008778,2.42,19.62,38.35,45.46,28.93,Star,STAR,F9,ugrizjh,17.47,16.01,15.46,15.27,15.19,14.31,13.92,PILOT,Obj,SDSS_S_Y,,-12.01,17.01,4.672,0.723,5915.92,245.94,0.25,0.546,331392.78125,-5.10584175587,-5.07019162178,-4.81850475073,-4.42117929459,-0.0356501340866,-0.287337005138,-0.684662461281,-0.251686871052,-0.649012327194,-0.397325456142,2.08121185339,2.43380777598,3.49654028375,spec-55862-B6202_sp09-029.fits
915,709030,J233802.35+315627.1,2011-10-27,55862.0,B6202,9.0,30.0,354.509808,31.940886,4.38,32.84,77.55,93.67,66.47,Star,STAR,F9,ugrizjh,99.0,99.0,99.0,99.0,99.0,13.63,13.22,PILOT,Obj,SDSS_S_Y,,-5.45,10.22,4.794,0.516,5673.98,140.23,-0.031,0.353,978889.1875,-6.21547341347,-6.23691380024,-6.0440403223,-5.69474160671,0.0214403867722,-0.171433091164,-0.520731806755,-0.192873477936,-0.542172193527,-0.349298715591,1.91806747978,2.47316240512,4.13733800651,spec-55862-B6202_sp09-030.fits
916,709031,J233800.48+315527.0,2011-10-27,55862.0,B6202,9.0,31.0,354.502036,31.92417,5.75,32.8,68.19,81.71,56.3,Star,STAR,F2,ugrizjh,99.0,99.0,99.0,99.0,99.0,13.05,12.67,PILOT,Obj,SDSS_S_Y,,-44.19,14.77,4.423,0.569,5892.65,168.89,-0.472,0.431,903493.125,-6.23808085918,-6.09479427338,-5.83579003811,-5.45823574066,-0.143286585808,-0.402290821075,-0.779845118523,-0.259004235268,-0.636558532715,-0.377554297447,1.93846822733,2.17471122843,6.04115334077,spec-55862-B6202_sp09-031.fits
917,709033,J233827.39+320458.7,2011-10-27,55862.0,B6202,9.0,33.0,354.614139,32.082977,2.22,24.65,45.35,57.75,39.84,Star,STAR,K1,ugrizjh,18.06,15.96,15.15,14.85,14.71,13.73,13.23,PILOT,Obj,SDSS_S_Y,,-9.89,7.85,4.626,0.341,5035.34,118.82,0.006,0.31,406031.0625,-5.08442401886,-5.27887284756,-5.21496355534,-4.92751955986,0.194448828697,0.130539536476,-0.156904459,-0.0639092922211,-0.351353287697,-0.287443995476,1.29368406501,1.27837051035,3.43691276611,spec-55862-B6202_sp09-033.fits
918,709035,J233841.81+320209.0,2011-10-27,55862.0,B6202,9.0,35.0,354.674223,32.035843,2.39,18.14,45.51,54.67,35.31,Star,STAR,F9,ugrizjh,17.04,15.48,14.92,14.7,14.61,13.73,13.34,PILOT,Obj,SDSS_S_Y,,-29.99,13.1,4.331,0.749,5670.18,213.2,0.275,0.531,408062.125,-5.30286967754,-5.3079521656,-5.07308006287,-4.69663739204,0.00508248806,-0.229789614677,-0.6062322855,-0.234872102737,-0.61131477356,-0.376442670822,1.43040470105,2.22772412393,5.82534905592,spec-55862-B6202_sp09-035.fits
919,709036,J233814.43+320247.2,2011-10-27,55862.0,B6202,9.0,36.0,354.560134,32.046452,3.3,28.49,39.24,49.65,33.58,Star,STAR,K1,ugrizjh,17.62,15.78,15.06,14.75,14.59,13.55,13.09,PILOT,Obj,SDSS_S_Y,,-14.74,9.56,4.222,0.393,5169.55,137.98,-0.405,0.382,341206.09375,-4.96278345585,-5.06822407246,-4.95948851109,-4.67446446419,0.105440616608,-0.00329494476318,-0.288318991661,-0.108735561371,-0.393759608269,-0.285024046898,1.16347940305,1.04228590817,3.94232324534,spec-55862-B6202_sp09-036.fits
920,709039,J233733.61+320953.5,2011-10-27,55862.0,B6202,9.0,39.0,354.390078,32.164871,1.76,19.25,38.26,48.74,34.33,Star,STAR,K3,ugrizjh,18.38,16.18,15.32,15.09,14.85,13.87,13.27,PILOT,Obj,SDSS_S_Y,,-5.02,7.7,4.537,0.3,4792.27,103.26,-0.088,0.301,339998.15625,-4.83255386353,-5.08870363235,-5.05979597569,-4.78228658438,0.256149768829,0.22724211216,-0.0502672791481,-0.0289076566696,-0.306417047977,-0.277509391308,1.03322613306,1.06202120198,4.13612194967,spec-55862-B6202_sp09-039.fits
921,709041,J233723.32+321122.8,2011-10-27,55862.0,B6202,9.0,41.0,354.347177,32.189674,4.25,26.42,46.72,54.08,33.77,Star,STAR,F2,ugrizjh,16.94,15.75,15.34,15.18,15.14,14.28,14.04,PILOT,Obj,SDSS_S_Y,,-29.54,14.47,4.365,0.429,6152.12,196.15,-0.186,0.425,481668.90625,-5.60766756535,-5.41874647141,-5.10547578335,-4.67800021172,-0.188921093941,-0.502191781998,-0.92966735363,-0.313270688057,-0.740746259689,-0.427475571632,2.23650989684,2.1826942729,4.03307376465,spec-55862-B6202_sp09-041.fits
922,709042,J233820.80+315522.0,2011-10-27,55862.0,B6202,9.0,42.0,354.586687,31.922787,9.36,58.41,84.85,-9999.0,79.53,Star,STAR,F9,ugrizjh,16.62,14.86,14.11,13.81,13.64,12.64,12.07,PILOT,Obj,SDSS_S_Y,,18.89,11.42,3.112,0.765,5063.22,134.53,-0.93,0.4,1152754.25,-6.28341019154,-6.40778839588,-6.2789452076,-5.98954856396,0.124378204346,-0.00446498394012,-0.293861627579,-0.128843188286,-0.418239831924,-0.289396643639,1.37863056777,1.10798854989,2.26692766721,spec-55862-B6202_sp09-042.fits
923,709044,J233803.71+321124.6,2011-10-27,55862.0,B6202,9.0,44.0,354.51547,32.190178,2.15,17.99,26.59,33.03,20.66,Star,STAR,G5,ugrizjh,18.16,16.39,15.73,15.48,15.37,14.42,14.0,PILOT,Obj,SDSS_S_Y,,-34.91,12.49,4.496,0.497,5413.99,208.35,-0.142,0.515,219864.234375,-4.55140650272,-4.61203247309,-4.46613430977,-4.10174787045,0.0606259703636,-0.085272192955,-0.449658632278,-0.145898163319,-0.510284602642,-0.364386439323,1.11115575098,1.47140317728,1.33916581065,spec-55862-B6202_sp09-044.fits
924,709047,J233804.50+320750.6,2011-10-27,55862.0,B6202,9.0,47.0,354.5187889,32.1307474,3.99,22.38,35.23,38.41,21.97,FS,STAR,F5,ugriz,17.11,15.94,15.66,15.58,15.55,99.0,99.0,PILOT,F-Std,,,-58.05,23.96,4.248,0.342,6879.31,246.93,-0.24,0.559,380342.59375,-5.47345817089,-5.11527001858,-4.71131235361,-4.17977750301,-0.358188152313,-0.76214581728,-1.29368066788,-0.403957664967,-0.935492515564,-0.531534850597,2.41967224606,1.91908731157,5.76135182121,spec-55862-B6202_sp09-047.fits
925,709049,J233831.04+320003.1,2011-10-27,55862.0,B6202,9.0,49.0,354.629351,32.000877,2.09,16.11,41.61,50.26,31.97,Star,STAR,F9,ugrizjh,17.58,15.94,15.32,15.1,15.01,14.14,13.7,PILOT,Obj,SDSS_S_Y,,-46.65,12.76,4.266,0.683,5520.73,216.19,0.302,0.486,361609.0625,-5.1559728384,-5.17695784569,-4.95272547007,-4.59490865469,0.0209850072861,-0.203247368336,-0.561064183712,-0.224232375622,-0.582049190998,-0.357816815376,1.53087333254,1.76985740353,10.4556740915,spec-55862-B6202_sp09-049.fits
926,709050,J233746.89+315720.3,2011-10-27,55862.0,B6202,9.0,50.0,354.445399,31.955666,4.79,28.16,54.3,64.11,41.88,Star,STAR,F2,ugrizjh,16.73,15.56,15.09,14.88,14.8,14.0,13.58,PILOT,Obj,SDSS_S_Y,,-109.59,20.4,4.583,0.509,5776.29,173.63,-0.733,0.613,567807.5,-5.73244810104,-5.59215903282,-5.33021271229,-4.94882702827,-0.140289068222,-0.402235388756,-0.783621072769,-0.261946320534,-0.643332004547,-0.381385684013,2.01571639046,1.40693291527,2.45305535724,spec-55862-B6202_sp09-050.fits
927,709052,J233717.46+321608.5,2011-10-27,55862.0,B6202,9.0,52.0,354.322778,32.269051,2.39,21.27,40.95,50.22,32.07,Star,STAR,F9,ugrizjh,17.7,16.14,15.49,15.31,15.2,14.2,13.82,PILOT,Obj,SDSS_S_Y,,-64.09,11.55,4.458,0.572,5603.43,200.72,0.143,0.43,365236.71875,-5.15361607075,-5.16114532948,-4.97341960669,-4.61856037378,0.00752925872803,-0.180196464062,-0.535055696964,-0.18772572279,-0.542584955692,-0.354859232903,1.41205541985,1.26191638754,5.92953710174,spec-55862-B6202_sp09-052.fits
928,709053,J233820.24+321626.5,2011-10-27,55862.0,B6202,9.0,53.0,354.584345,32.274044,0.87,12.25,34.15,53.3,40.79,Star,STAR,K7,ugrizjh,19.89,17.14,15.86,15.34,15.02,13.84,13.19,PILOT,Obj,SDSS_S_Y,,-8.68,6.59,4.595,0.221,4103.45,61.83,-0.027,0.276,297546.5625,-4.21116411686,-4.77217465639,-5.04218637943,-5.05028009415,0.561010539532,0.831022262573,0.839115977287,0.270011723042,0.278105437756,0.00809371471405,0.159169208664,1.08621275851,7.16692760471,spec-55862-B6202_sp09-053.fits
929,709055,J233735.31+323216.2,2011-10-27,55862.0,B6202,9.0,55.0,354.397161,32.537846,8.78,45.91,91.27,-9999.0,72.53,Star,STAR,G2,ugrizjh,15.71,14.44,14.03,15.88,13.82,12.96,12.67,PILOT,Obj,SDSS_S_Y,,24.74,11.02,4.544,0.451,6052.06,144.03,-0.065,0.306,1562425.875,-6.86458110809,-6.72005653381,-6.42572343349,-5.96230089664,-0.14452457428,-0.438857674599,-0.902280211449,-0.294333100319,-0.757755637169,-0.46342253685,2.17759903732,2.35184300013,4.895296499,spec-55862-B6202_sp09-055.fits
930,709056,J233830.69+321953.2,2011-10-27,55862.0,B6202,9.0,56.0,354.627902,32.331455,3.71,28.42,59.49,70.94,46.49,Star,STAR,F9,ugrizjh,16.94,15.51,14.93,14.75,14.64,13.79,13.4,PILOT,Obj,SDSS_S_Y,,-57.34,12.11,4.589,0.641,5681.36,180.38,0.015,0.448,650078.25,-5.85262715816,-5.77983736992,-5.54362595081,-5.14732658863,-0.0727897882462,-0.309001207352,-0.705300569534,-0.236211419106,-0.632510781288,-0.396299362183,1.82667324416,1.45132757767,5.00419660347,spec-55862-B6202_sp09-056.fits
931,709057,J233742.75+322334.7,2011-10-27,55862.0,B6202,9.0,57.0,354.42814,32.392979,1.4,16.88,35.19,47.71,31.88,Star,STAR,K5,ugrizjh,18.8,16.45,15.46,15.12,14.9,13.88,13.22,PILOT,Obj,SDSS_S_Y,,-63.99,7.84,4.569,0.255,4512.17,92.06,-0.369,0.295,293966.78125,-4.63402062654,-4.87796455622,-4.9347153306,-4.69156086445,0.243943929672,0.300694704056,0.0575402379036,0.0567507743835,-0.186403691769,-0.243154466152,0.920971985049,1.07586660722,-3.14691892164,spec-55862-B6202_sp09-057.fits
932,709058,J233805.36+321804.5,2011-10-27,55862.0,B6202,9.0,58.0,354.522342,32.301266,2.42,21.16,49.7,57.19,34.47,Star,STAR,F9,ugrizjh,16.97,15.33,14.69,14.51,14.43,13.51,13.24,PILOT,Obj,SDSS_S_Y,,-5.39,12.85,4.57,0.527,5658.39,193.78,0.466,0.39,443329.25,-5.48209309578,-5.40735006332,-5.10901093483,-4.65694099665,-0.0747430324554,-0.37308216095,-0.825152099133,-0.298339128494,-0.750409066677,-0.452069938183,1.92618500662,2.19116478041,7.59765521027,spec-55862-B6202_sp09-058.fits
933,709060,J233828.84+322955.7,2011-10-27,55862.0,B6202,9.0,60.0,354.620187,32.498825,1.67,13.87,34.71,51.63,37.37,Star,STAR,K5,ugrizjh,19.48,16.85,15.69,15.18,14.87,13.7,13.05,PILOT,Obj,SDSS_S_Y,,-13.03,7.8,4.498,0.234,4255.49,79.39,-0.393,0.284,317074.6875,-4.53781425953,-4.90324348211,-5.05870044231,-4.94909644127,0.365429222584,0.520886182785,0.41128218174,0.155456960201,0.045852959156,-0.109604001045,0.46021669452,1.27295695808,-5.29651497678,spec-55862-B6202_sp09-060.fits
934,709061,J233807.87+322558.7,2011-10-27,55862.0,B6202,9.0,61.0,354.532793,32.43298,7.29,43.97,97.74,-9999.0,82.14,Star,STAR,F9,ugrizjh,15.69,14.26,13.74,14.66,13.47,12.59,12.35,PILOT,Obj,SDSS_S_Y,,-55.49,11.88,4.667,0.631,5684.01,141.25,-0.209,0.388,1598836.25,-6.8147701025,-6.75201654434,-6.51814937592,-6.13354742527,-0.0627535581589,-0.296620726585,-0.681222677231,-0.233867168427,-0.618469119072,-0.384601950645,1.81282169715,1.6985141635,5.17389004317,spec-55862-B6202_sp09-061.fits
935,709063,J233814.80+322131.4,2011-10-27,55862.0,B6202,9.0,63.0,354.561679,32.35873,1.6,17.45,35.6,46.59,31.61,Star,STAR,K3,ugrizjh,18.64,16.33,15.36,15.05,14.87,13.88,13.31,PILOT,Obj,SDSS_S_Y,,-9.33,8.2,4.465,0.313,4751.54,113.07,0.035,0.308,281169.03125,-4.5799395442,-4.86115902662,-4.87324714661,-4.62211787701,0.281219482422,0.293307602406,0.0421783328056,0.0120881199837,-0.239041149616,-0.2511292696,0.855283517402,1.09507587996,7.46492239147,spec-55862-B6202_sp09-063.fits
936,709064,J233657.50+322115.0,2011-10-27,55862.0,B6202,9.0,64.0,354.2396164,32.3541937,2.46,11.69,27.93,31.52,20.73,FS,STAR,F5,ugriz,17.07,15.93,15.55,15.42,15.35,99.0,99.0,PILOT,F-Std,,,-41.36,22.14,4.628,0.419,6314.97,252.05,-0.101,0.58,337883.3125,-5.19588172436,-5.0126260519,-4.74245101213,-4.31600093842,-0.183255672455,-0.453430712223,-0.879880785942,-0.270175039768,-0.696625113487,-0.426450073719,2.17941435998,1.98224066373,4.06044459987,spec-55862-B6202_sp09-064.fits
937,709065,J233714.47+323055.2,2011-10-27,55862.0,B6202,9.0,65.0,354.310328,32.515339,2.93,18.49,34.63,38.13,22.18,Star,STAR,G2,ugrizjh,16.21,14.92,14.44,14.77,14.22,13.35,13.06,PILOT,Obj,SDSS_S_Y,,-44.93,14.04,4.442,0.447,5990.52,234.25,0.065,0.442,301934.625,-5.19435763359,-4.90967452526,-4.52396124601,-4.02317076921,-0.28468310833,-0.670396387577,-1.17118686438,-0.385713279247,-0.886503756046,-0.500790476799,1.98442022027,1.75942127764,4.8281501984,spec-55862-B6202_sp09-065.fits
938,709066,J233739.18+321622.7,2011-10-27,55862.0,B6202,9.0,66.0,354.413264,32.272999,8.58,63.96,-9999.0,-9999.0,-9999.0,Star,STAR,G5,ugrizjh,16.2,14.45,13.81,13.69,13.52,12.62,12.28,PILOT,Obj,SDSS_S_Y,,-58.92,8.0,4.236,0.518,5596.38,140.04,0.478,0.268,1956359.75,-7.01912760735,-6.99882924557,-6.78090631962,-6.37940049171,-0.0202983617783,-0.238221287727,-0.639727115631,-0.217922925949,-0.619428753853,-0.401505827904,1.64832707366,1.4071822177,4.34028192164,spec-55862-B6202_sp09-066.fits
939,709067,J233803.53+322713.5,2011-10-27,55862.0,B6202,9.0,67.0,354.514725,32.453751,3.18,20.79,26.15,30.1,19.46,Star,STAR,G5,ugrizjh,18.08,16.54,15.95,15.77,15.64,14.73,14.39,PILOT,Obj,SDSS_S_Y,,-59.67,14.44,3.9,0.733,5339.02,251.46,-0.653,0.641,237759.0,-4.66099500656,-4.67364311218,-4.50398117304,-4.13231194019,0.0126481056213,-0.157013833523,-0.528683066368,-0.169661939144,-0.541331171989,-0.371669232845,1.10813537054,1.14317437033,2.12687283389,spec-55862-B6202_sp09-067.fits
940,709068,J233700.76+322922.3,2011-10-27,55862.0,B6202,9.0,68.0,354.253206,32.489548,3.83,23.49,59.91,66.42,43.9,Star,STAR,G2,ugrizjh,15.52,14.86,13.84,13.68,13.62,12.76,12.54,PILOT,Obj,SDSS_S_Y,,-40.24,12.48,4.638,0.566,6093.8,188.53,0.337,0.397,699836.1875,-5.95476806164,-5.87257325649,-5.58489084244,-5.15131950378,-0.0821948051453,-0.3698772192,-0.803448557854,-0.287682414055,-0.721253752708,-0.433571338654,2.22879901742,2.42082915294,4.65069827825,spec-55862-B6202_sp09-068.fits
941,709069,J233806.22+321632.1,2011-10-27,55862.0,B6202,9.0,69.0,354.525926,32.275604,5.27,33.55,64.0,76.26,51.38,Star,STAR,G0,ugrizjh,16.52,15.11,14.59,14.39,14.3,13.39,13.04,PILOT,Obj,SDSS_S_Y,,-77.85,11.91,4.329,0.591,5786.22,173.37,-0.203,0.412,749979.3125,-6.01132571697,-5.92846512794,-5.66895961761,-5.28180241585,-0.0828605890274,-0.342366099358,-0.729523301125,-0.25950551033,-0.646662712097,-0.387157201767,1.85575283378,1.41275498338,5.03651590669,spec-55862-B6202_sp09-069.fits
942,709070,J233810.88+322723.4,2011-10-27,55862.0,B6202,9.0,70.0,354.545365,32.456505,3.59,30.77,51.12,64.39,43.59,Star,STAR,G5,ugrizjh,17.52,15.75,15.05,14.78,14.6,13.66,13.15,PILOT,Obj,SDSS_S_Y,,-32.61,11.02,3.476,0.599,5049.45,151.27,-0.531,0.416,508676.09375,-5.42348504066,-5.50704479218,-5.38648962975,-5.07522046566,0.0835597515106,-0.0369954109192,-0.348264575005,-0.12055516243,-0.431824326515,-0.311269164085,1.11823439077,0.894020307722,4.5802131361,spec-55862-B6202_sp09-070.fits
943,709072,J233728.33+322926.3,2011-10-27,55862.0,B6202,9.0,72.0,354.368071,32.490654,9.5,48.33,91.03,-9999.0,71.04,Star,STAR,F2,ugrizjh,15.72,14.48,14.07,16.05,13.88,13.07,12.8,PILOT,Obj,SDSS_S_Y,,-22.62,12.39,4.306,0.49,6118.46,153.49,-0.047,0.321,1329526.0,-6.66447222233,-6.53001785278,-6.25729501247,-5.84851861,-0.134454369545,-0.407177209854,-0.815953612328,-0.272722840309,-0.681499242783,-0.408776402473,2.39728637053,2.12987347063,5.11458615778,spec-55862-B6202_sp09-072.fits
944,709074,J233847.28+321457.5,2011-10-27,55862.0,B6202,9.0,74.0,354.697032,32.249332,2.63,17.52,37.08,44.31,27.11,Star,STAR,G0,ugrizjh,17.51,16.17,15.63,15.43,15.34,14.5,14.12,PILOT,Obj,SDSS_S_Y,,-20.24,13.51,4.361,0.53,5795.74,219.07,-0.076,0.459,339804.875,-5.18829286098,-5.04589021206,-4.78906571865,-4.39529001713,-0.142402648926,-0.399227142334,-0.793002843857,-0.256824493408,-0.650600194931,-0.393775701523,1.40652460683,1.69390797943,2.30643696782,spec-55862-B6202_sp09-074.fits
