,cAll,cB,cV,cR,cI,lHa,lHb,lHg,FILENAME,DESIG,teff
392,167761.5,-4.073668718,-4.265467227,-4.27685082,-4.057295322,1.317100921,0.37662224,5.91842709,spec-55862-B6202_sp03-040.fits,J232910.21+304500.0,4752.54
393,158319.2188,-3.689049482,-4.144647419,-4.326694608,-4.227345288,0.098736152,0.436057178,-1.95711261,spec-55862-B6202_sp03-042.fits,J232958.53+304212.4,4167.73
394,1512784.75,-6.666641235,-6.713013649,-6.537349224,-6.206842065,1.768926231,1.713930722,6.68920097,spec-55862-B6202_sp03-044.fits,J232900.66+305256.7,5720.06
395,154545.2188,-4.06208545,-4.192379415,-4.116856754,-3.870131075,0.719868034,1.748394673,-7.172978377,spec-55862-B6202_sp03-046.fits,J232921.60+310235.0,5006.77
396,297735.625,-4.538297951,-4.874928296,-4.968326688,-4.803236723,0.598595977,0.96558451,0.329200216,spec-55862-B6202_sp03-047.fits,J233006.52+305644.0,4440.51
397,627152.75,-5.762252212,-5.751922727,-5.54292202,-5.181327462,1.745149244,1.978062229,6.07508645,spec-55862-B6202_sp03-048.fits,J232924.59+305133.3,5593.72
398,359503.375,-4.99805063,-5.13897717,-5.051929951,-4.744593501,1.179183559,1.21420202,3.176088527,spec-55862-B6202_sp03-049.fits,J232946.34+304912.2,5117.67
399,304162.8438,-4.708827138,-4.936865866,-4.933494329,-4.685452878,1.021597116,1.034337901,2.164648039,spec-55862-B6202_sp03-050.fits,J232926.53+304939.3,4932.4
400,380424.6875,-5.360979438,-5.156154633,-4.889836311,-4.42115128,2.416865394,3.235353519,5.076781967,spec-55862-B6202_sp03-051.fits,J232728.89+312441.5,6106.14
401,237274.6406,-4.862700999,-4.626239836,-4.347271025,-3.874337673,2.276394793,2.277174538,1.963552146,spec-55862-B6202_sp03-052.fits,J232711.53+313224.3,5970.88
402,638178,-5.780491233,-5.740563869,-5.5475384,-5.196323395,2.311076465,2.43568115,5.364471856,spec-55862-B6202_sp03-055.fits,J232844.45+312730.1,6341.97
403,125644.9688,-3.460200429,-3.847858608,-4.104703963,-3.976303637,0.196488804,0.537252792,7.045975977,spec-55862-B6202_sp03-056.fits,J232844.66+313849.5,4317.39
404,642696.5625,-5.718122721,-5.726766586,-5.565317869,-5.216735005,1.326589277,0.087216866,0.868400553,spec-55862-B6202_sp03-058.fits,J232832.05+313337.0,4640.15
405,2207873,-7.346627712,-7.026560903,-6.659798026,-6.174867153,2.588231836,2.544658568,4.837336451,spec-55862-B6202_sp03-061.fits,J232817.68+312400.2,6435.63
406,183606.8125,-4.460516572,-4.361304641,-4.196316004,-3.788164854,1.752471881,1.447263759,3.015414362,spec-55862-B6202_sp03-062.fits,J232657.64+313517.6,5409.91
407,1084799.375,-6.515120864,-6.272909045,-5.973491669,-5.521639585,1.977930521,1.587095362,4.524900582,spec-55862-B6202_sp03-063.fits,J232721.96+313400.4,5900.05
408,1587258.75,-6.994549632,-6.645060778,-6.292794943,-5.807368755,2.442881248,2.632629106,4.862995699,spec-55862-B6202_sp03-065.fits,J232705.15+312821.1,6510.23
409,989852.3125,-6.316666603,-6.214445829,-5.987106562,-5.603454113,2.200341466,2.671495383,5.088486343,spec-55862-B6202_sp03-066.fits,J232822.70+312607.4,6053.09
410,437097.875,-5.486334562,-5.288922787,-5.019850135,-4.58946228,2.136858304,2.053715809,2.538968899,spec-55862-B6202_sp03-073.fits,J232855.39+313047.0,5993.05
411,440908.75,-5.461694598,-5.359148979,-5.111120939,-4.695268273,1.946987616,1.729417185,5.194826551,spec-55862-B6202_sp03-074.fits,J232728.15+312645.1,5593.25
412,196457.75,-4.419987798,-4.508793652,-4.283724129,-4.02510047,1.630758284,0.119715159,9.472654095,spec-55862-B6202_sp03-075.fits,J232757.97+313034.2,5223.29
413,315679.5625,-5.116991401,-4.938913584,-4.671946764,-4.275918603,2.545321515,2.3260577,3.135390766,spec-55862-B6202_sp03-076.fits,J232744.41+311333.7,6263.26
414,1086786.625,-6.148500443,-6.307035685,-6.274624467,-6.029517651,1.279056118,1.258616723,3.725214745,spec-55862-B6202_sp03-079.fits,J232856.16+311046.3,4931.74
415,282756.3125,-4.67205286,-4.837498665,-4.816124737,-4.574852884,1.596989608,1.274041822,2.954601703,spec-55862-B6202_sp03-080.fits,J232710.71+310403.2,5096.5
416,338913.9688,-5.035681725,-5.032515526,-4.869490266,-4.57339853,2.658671731,2.184251508,4.761636666,spec-55862-B6202_sp03-081.fits,J232733.19+310615.0,6216.86
417,355207.4375,-4.585878551,-5.044118762,-5.207429528,-5.083202124,0.706764031,0.164034292,0.551759458,spec-55862-B6202_sp03-083.fits,J232803.25+310716.3,4349.44
418,546673.5625,-5.606706738,-5.577162504,-5.403503776,-5.061937571,1.85659939,1.636122374,5.217930907,spec-55862-B6202_sp03-086.fits,J232708.78+310847.7,5605.07
419,332822,-4.633834958,-4.954690933,-5.107677579,-4.963831604,0.7254343,0.697550073,1.372669867,spec-55862-B6202_sp03-087.fits,J232823.79+312111.7,4412.41
420,349361.1875,-4.953997135,-5.080797076,-5.015060306,-4.750255942,1.436185002,0.592163482,3.415367287,spec-55862-B6202_sp03-088.fits,J232826.89+310750.3,5079.67
421,553842.25,-5.668870211,-5.566934347,-5.336764455,-4.975918531,2.397457702,2.011722378,5.268271487,spec-55862-B6202_sp03-089.fits,J232813.83+311413.7,6291.88
422,374339.5313,-5.229136944,-5.176486373,-4.928351939,-4.566183984,2.407184115,3.24235134,6.089959832,spec-55862-B6202_sp03-090.fits,J232851.98+310644.2,6245.43
423,222007,-4.582209289,-4.603239298,-4.436292946,-4.102439284,2.038885668,1.949132149,-1.108996109,spec-55862-B6202_sp03-093.fits,J232834.96+311237.3,5602.2
424,1344605.25,-6.554608941,-6.598563194,-6.412913799,-6.033539176,1.49127128,1.006170111,5.029354861,spec-55862-B6202_sp03-094.fits,J232715.38+312128.5,5358.58
425,363093.625,-5.020920038,-5.141526461,-5.066201091,-4.747849405,1.266317522,1.081669189,2.628349331,spec-55862-B6202_sp03-096.fits,J232743.12+312116.0,5143.82
426,180862.6875,-3.811543286,-4.25285548,-4.487534761,-4.416238964,0.423793571,-0.033180565,2.113935864,spec-55862-B6202_sp03-097.fits,J232842.64+310909.3,4313.16
427,581694,-5.783065557,-5.652284622,-5.389202833,-4.943684638,1.987665526,1.952677603,5.18770498,spec-55862-B6202_sp03-098.fits,J232707.72+311356.7,5843.79
428,617206.6875,-5.819926858,-5.670439005,-5.437758565,-5.057650805,2.108776795,1.82800171,3.793277741,spec-55862-B6202_sp03-099.fits,J232748.67+311625.4,5968.69
429,603214.5,-5.575610995,-5.638353825,-5.55079639,-5.287128091,1.471285746,-0.113999338,1.825912858,spec-55862-B6202_sp03-101.fits,J232804.68+315805.8,4799.14
430,416975.8438,-5.395551324,-5.285740495,-5.045608878,-4.651622772,2.242487794,2.767572601,8.287484242,spec-55862-B6202_sp03-102.fits,J232804.59+313823.0,5945.22
431,761635.1875,-5.899537802,-5.931088328,-5.799484849,-5.46528697,1.882543063,1.499516973,1.927643591,spec-55862-B6202_sp03-103.fits,J232753.56+315600.7,5516.73
432,208218.3438,-4.605670571,-4.56692487,-4.264396131,-3.856349885,0.449173553,0.486358588,8.393248041,spec-55862-B6202_sp03-105.fits,J232708.74+314139.1,5569.36
433,1767179.75,-7.117706537,-6.787802577,-6.424329281,-5.890598893,2.45043399,2.454744949,4.67566698,spec-55862-B6202_sp03-106.fits,J232729.23+313914.0,6399.45
434,161675.5469,-4.286378622,-4.298126996,-4.123141766,-3.749386966,2.076448036,2.414573808,-2.348973276,spec-55862-B6202_sp03-108.fits,J232821.11+314558.9,5614.91
435,387719.1875,-4.812349379,-5.160002112,-5.264587998,-5.080639124,0.46788356,0.749597198,0.452735034,spec-55862-B6202_sp03-109.fits,J232739.83+314534.2,4497.09
436,1445274.5,-6.360920072,-6.591145992,-6.651135683,-6.429365873,0.702092541,0.660712587,2.683121445,spec-55862-B6202_sp03-110.fits,J232834.66+314930.1,4660.14
437,970846.5,-6.240544915,-6.227011681,-6.029327512,-5.651005507,2.124762505,2.505154337,6.156720411,spec-55862-B6202_sp03-115.fits,J232804.00+315154.3,5785.07
438,557980.0625,-5.395647287,-5.601110458,-5.585989952,-5.307418108,0.897166584,1.096413391,2.683278719,spec-55862-B6202_sp03-116.fits,J232849.52+315054.8,5019.13
439,686977,-5.162101984,-5.664280057,-5.953179002,-5.919857621,0.746519445,0.426424124,2.605311005,spec-55862-B6202_sp03-117.fits,J232828.42+314342.4,4095.88
440,263635.9063,-4.360387623,-4.674832225,-4.852955341,-4.734306037,0.240691805,-0.095857366,5.11277933,spec-55862-B6202_sp03-122.fits,J232902.91+315443.7,4795.37
441,367517.6875,-5.186693668,-5.180148482,-4.981445074,-4.547937214,1.321427301,1.53569153,2.661248395,spec-55862-B6202_sp03-124.fits,J232819.43+315604.1,5373.87
442,931967.25,-6.269684434,-6.149121523,-5.925552249,-5.502759218,2.019370847,2.195491821,5.512331316,spec-55862-B6202_sp03-127.fits,J233035.92+314314.0,5772.52
443,589517.5,-5.570311546,-5.665960312,-5.582000613,-5.241761804,0.958628925,0.911591917,3.111997047,spec-55862-B6202_sp03-128.fits,J233116.20+314106.5,5036.12
444,587163.375,-5.76482594,-5.627730489,-5.376470089,-4.982256889,2.477694118,2.120377108,4.695205749,spec-55862-B6202_sp03-132.fits,J233056.73+314041.8,5982.39
445,848478.75,-6.059432626,-6.081127524,-5.918741822,-5.533030033,1.741275547,1.750052749,3.839233918,spec-55862-B6202_sp03-133.fits,J233156.41+315031.3,5489.76
446,281917.9375,-4.765335023,-4.805772603,-4.717429876,-4.466627538,1.551496946,0.780446192,2.751155806,spec-55862-B6202_sp03-134.fits,J233142.92+314236.4,4678.12
447,169736.6563,-4.092373252,-4.278081954,-4.318164885,-4.053468406,1.571329795,1.227121848,5.985481952,spec-55862-B6202_sp03-135.fits,J233101.08+314436.2,4790.42
448,531446.4375,-5.632696152,-5.547512174,-5.334898233,-4.92510289,1.882932192,2.488864626,4.753697363,spec-55862-B6202_sp03-137.fits,J233122.72+314533.5,5885.24
449,541533.8125,-5.184344053,-5.491890311,-5.623092055,-5.486975908,0.548303646,1.243932648,2.530698862,spec-55862-B6202_sp03-138.fits,J233205.85+315336.6,4501.76
450,401011,-5.137827992,-5.255820155,-5.179225802,-4.82924968,1.031761071,0.84345838,4.263061986,spec-55862-B6202_sp03-141.fits,J233038.76+314845.1,5144.1
451,116279.7422,-3.579021394,-3.825077116,-3.956783712,-3.748042583,0.869294723,0.999074295,3.507045936,spec-55862-B6202_sp03-142.fits,J233029.00+314853.5,4746.08
452,294343.8438,-4.847919941,-4.894208312,-4.812015891,-4.52986002,1.647319361,0.868477172,2.269027071,spec-55862-B6202_sp03-143.fits,J233044.25+314017.5,5083.15
453,567248,-5.474057198,-5.633565187,-5.567303896,-5.254154801,1.067021373,0.451197808,3.219861576,spec-55862-B6202_sp03-146.fits,J233029.33+315347.9,5084.7
454,696908.75,-5.538973808,-5.804284811,-5.877877474,-5.657990575,0.904131224,1.041981089,2.493263461,spec-55862-B6202_sp03-147.fits,J233135.94+314808.0,4575.93
455,951213,-6.313719153,-6.139354706,-5.867670774,-5.465294719,2.471059694,2.297243071,3.620064743,spec-55862-B6202_sp03-150.fits,J233058.78+313641.6,6171.87
456,392564.4375,-5.321826339,-5.166568756,-4.93471235,-4.583748281,2.215475812,2.024597452,3.464762869,spec-55862-B6202_sp03-153.fits,J233053.35+312709.4,5865.88
457,1350205.75,-6.610340476,-6.54637754,-6.350893974,-6.006894112,2.05394715,2.279600853,3.883077555,spec-55862-B6202_sp03-162.fits,J232850.72+312405.9,5887.28
458,830896.1875,-5.985664725,-6.033139229,-5.910747051,-5.571981668,1.226686562,1.107794244,3.364212226,spec-55862-B6202_sp03-163.fits,J232919.43+312759.9,5193.31
459,304576.875,-4.809981585,-4.932611585,-4.894430637,-4.602945447,0.829787543,0.40061999,-0.25274886,spec-55862-B6202_sp03-164.fits,J232915.53+312937.7,4994.94
460,164472.9063,-4.157694578,-4.290708303,-4.212096334,-3.938221931,1.484728322,1.572320094,5.54964922,spec-55862-B6202_sp03-165.fits,J232953.69+312300.5,5088.48
461,51538.125,-3.005490303,-3.019240499,-2.882240415,-2.526884675,1.187365785,0.835040506,7.216738205,spec-55862-B6202_sp03-166.fits,J233035.89+312403.2,4953.26
462,43402.52344,-2.805607319,-2.816167474,-2.676824927,-2.276560366,1.591132554,0.250768257,0.604586313,spec-55862-B6202_sp03-168.fits,J232915.50+312153.3,4805.22
463,596461.5625,-5.555343032,-5.658043027,-5.585516095,-5.327144861,1.565567289,1.38009503,2.686930959,spec-55862-B6202_sp03-170.fits,J232937.17+312547.8,5171.76
464,354593.75,-5.229743123,-5.060973763,-4.805710912,-4.409337342,2.663391589,1.920169831,3.346176271,spec-55862-B6202_sp03-171.fits,J232908.40+311757.1,5944.87
465,335429,-5.242049694,-5.009170175,-4.677153826,-4.238094091,2.697549658,2.266549407,7.703835055,spec-55862-B6202_sp03-173.fits,J232951.40+311722.8,6579.02
466,1258959.5,-6.186301708,-6.486487985,-6.474457383,-6.277054548,0.926838091,0.52128665,1.538441591,spec-55862-B6202_sp03-176.fits,J233012.96+311702.5,4734.62
467,603635.3125,-5.316502452,-5.634413958,-5.730921626,-5.567141175,0.999273421,1.110049504,3.1664642,spec-55862-B6202_sp03-177.fits,J232852.97+311617.2,4809.58
468,209862.9688,-3.899365962,-4.398904145,-4.630984366,-4.65075314,-0.008431611,0.227382088,1.829625631,spec-55862-B6202_sp03-178.fits,J232917.25+311713.6,4228.7
469,137486.5938,-3.906397223,-4.092504978,-4.015086591,-3.787408173,1.441101817,2.135306593,1.737546829,spec-55862-B6202_sp03-180.fits,J233055.32+311336.2,5200.87
470,142153,-3.527844846,-4.03552264,-4.235292673,-4.140731096,0.913066083,0.783763526,1.347993413,spec-55862-B6202_sp03-181.fits,J232912.19+311217.8,4184.77
471,724684.625,-5.838827491,-5.891782045,-5.740083456,-5.402919054,1.719565084,1.107949648,3.00136865,spec-55862-B6202_sp03-182.fits,J232930.85+311807.2,5375.81
472,382771.4375,-5.163216591,-5.221318007,-5.057561398,-4.734203517,1.583683815,1.354793966,5.244537296,spec-55862-B6202_sp03-184.fits,J233105.39+310940.8,5371.15
473,626367.625,-6.000607014,-5.640338063,-5.252395272,-4.757134318,2.700264017,3.032732329,5.672902512,spec-55862-B6202_sp03-185.fits,J233024.29+310255.8,6819.85
474,740206,-5.993286371,-5.888421535,-5.656964779,-5.293700695,2.093179129,1.379982285,4.940529163,spec-55862-B6202_sp03-186.fits,J232950.96+310239.7,5850.94
475,185130.4063,-4.309919178,-4.36953336,-4.28399384,-4.027785957,1.410490109,0.783009442,1.965140335,spec-55862-B6202_sp03-189.fits,J233037.53+310809.0,5215.96
476,925766.5,-6.238588691,-6.119881272,-5.88495791,-5.516799688,2.534926847,2.355983184,4.726300864,spec-55862-B6202_sp03-190.fits,J233033.19+311305.3,6223
477,293225.1875,-4.987005293,-4.851764739,-4.610413015,-4.285992682,2.139887111,1.322097766,3.335879544,spec-55862-B6202_sp03-191.fits,J232950.23+311604.1,5974.28
478,191715.1563,-4.357749522,-4.440943003,-4.318597913,-4.040182531,1.452849355,1.569440793,4.669464685,spec-55862-B6202_sp03-192.fits,J233043.02+310435.8,5098.68
479,330743,-5.269021392,-4.943442047,-4.576896429,-4.136342704,2.356438024,1.888388502,3.395553479,spec-55862-B6202_sp03-193.fits,J233022.04+311024.6,6288.89
480,343496.9063,-5.240633488,-5.034863353,-4.736673534,-4.304178357,2.439478236,2.19111879,5.164037264,spec-55862-B6202_sp03-197.fits,J233004.14+310944.4,6158.58
481,447870.8438,-5.413628817,-5.420973897,-5.133565068,-4.766171575,1.986190364,2.008017021,4.167308004,spec-55862-B6202_sp03-198.fits,J232952.80+311440.4,5528.69
482,231681.0938,-4.876738191,-4.60263133,-4.226444662,-3.791169822,2.287424821,2.272542834,4.775395139,spec-55862-B6202_sp03-199.fits,J233059.89+310457.1,5975.23
483,438384.4375,-4.616660774,-5.178799629,-5.457449555,-5.482602119,0.196782113,0.281973605,-0.2655704,spec-55862-B6202_sp03-200.fits,J232938.37+310528.7,4064.61
484,493523.7813,-4.770390987,-5.328892469,-5.604142547,-5.572583079,0.537923037,0.810858869,0.056429959,spec-55862-B6202_sp03-202.fits,J233006.76+313631.6,4196.42
485,597064.4375,-5.62392056,-5.658951402,-5.522089005,-5.183765292,1.858621814,0.871880702,2.280896614,spec-55862-B6202_sp03-206.fits,J232941.44+314652.7,5239.89
486,264074.25,-4.627453387,-4.781140387,-4.745548368,-4.447142482,1.463743137,1.055008861,5.256177481,spec-55862-B6202_sp03-207.fits,J233001.29+315053.3,5137.79
487,1006110.375,-6.188064814,-6.239896417,-6.098074913,-5.778000951,1.720893417,1.130599839,2.780604161,spec-55862-B6202_sp03-208.fits,J233032.64+313738.8,5375.21
488,283880.5313,-4.807880521,-4.842275977,-4.738127291,-4.416026771,1.805490181,0.988783485,1.653864712,spec-55862-B6202_sp03-210.fits,J232955.32+315113.3,5142.19
489,377879.6563,-4.962886274,-5.151261687,-5.136582255,-4.915406406,1.302445592,0.574171288,3.22755615,spec-55862-B6202_sp03-211.fits,J232915.48+315846.4,4935.06
490,616162.3125,-5.509446859,-5.687705874,-5.641079545,-5.415267944,1.314969139,0.952969382,2.844057394,spec-55862-B6202_sp03-214.fits,J233008.85+313933.2,4808.83
491,211093.9375,-4.476004243,-4.551215768,-4.445064664,-4.13018018,1.693952777,1.475520059,6.213935925,spec-55862-B6202_sp03-215.fits,J232921.39+313721.5,5304.13
492,1483621.5,-6.715412736,-6.681260467,-6.463366151,-6.085256934,1.947042944,2.151945107,6.584937943,spec-55862-B6202_sp03-218.fits,J232907.60+314416.1,5836.44
493,1491238.375,-6.724088788,-6.670148373,-6.462315321,-6.091781855,2.081279808,2.673875216,5.301424746,spec-55862-B6202_sp03-219.fits,J232929.01+315016.0,6171.8
494,349115.8125,-5.208398104,-5.035766959,-4.829344153,-4.439549446,2.184990518,2.83459122,4.709735583,spec-55862-B6202_sp03-221.fits,J232937.44+315307.2,6613.07
495,460380.125,-5.510599613,-5.344137549,-5.120260119,-4.719378948,1.800554585,1.841357329,6.766014796,spec-55862-B6202_sp03-222.fits,J232930.15+314254.5,5651.87
496,1219860.5,-6.408283114,-6.472408772,-6.316167712,-6.000760198,1.717859594,1.763004407,5.268731891,spec-55862-B6202_sp03-227.fits,J232735.01+305410.6,5445.7
497,367760.9375,-5.030696988,-5.152494311,-5.032126904,-4.780065417,1.110125731,0.356749815,3.622716369,spec-55862-B6202_sp03-228.fits,J232757.77+305922.8,4988.78
498,162413.0156,-3.933678567,-4.208473265,-4.284330606,-4.113616645,1.041206065,0.921155025,4.592867097,spec-55862-B6202_sp03-229.fits,J232819.02+304854.2,4314.32
499,1338037.875,-6.630760431,-6.527239084,-6.293225288,-5.92687726,2.556458105,2.457737519,5.228754593,spec-55862-B6202_sp03-230.fits,J232830.49+305239.6,6302.35
500,123064.8438,-3.578415513,-3.824372888,-3.921351135,-3.929477036,0.284285732,0.785574018,7.792770974,spec-55862-B6202_sp03-231.fits,J232813.03+304515.9,4254.76
501,1083816.75,-6.018291712,-6.309353709,-6.327759624,-6.129106283,1.157446927,1.031844282,3.103511753,spec-55862-B6202_sp03-233.fits,J232837.54+310044.0,4974.08
502,326374.1563,-4.495896995,-4.933404922,-5.111072659,-5.008088946,0.703990119,0.204350909,1.04649511,spec-55862-B6202_sp03-235.fits,J232749.16+304940.0,4216.54
503,172545.2813,-4.396914244,-4.302558005,-4.044793844,-3.719388843,2.562383115,1.944978673,5.282809414,spec-55862-B6202_sp03-236.fits,J232820.99+310210.3,5848.2
504,568876.625,-5.723227859,-5.617747903,-5.346517563,-4.954393208,2.03135264,1.196152714,4.824998847,spec-55862-B6202_sp03-240.fits,J232800.09+305428.3,5777.02
505,1116883.125,-6.264938116,-6.364040375,-6.227095127,-5.936079621,1.662692089,1.02707458,4.016497158,spec-55862-B6202_sp03-241.fits,J232746.44+305630.5,5356.07
506,495735.2188,-5.529044271,-5.471505523,-5.22690773,-4.880790412,2.077226603,1.41286005,5.519545298,spec-55862-B6202_sp03-242.fits,J232840.65+304719.4,5756.16
507,1383659.75,-6.658223271,-6.585524082,-6.348105669,-5.988987684,2.008330341,2.079878208,4.226276208,spec-55862-B6202_sp03-245.fits,J232854.33+304256.4,5931.42
508,893754.5,-6.266390085,-6.085759997,-5.773552656,-5.353246927,2.500585825,2.165215209,5.921440184,spec-55862-B6202_sp03-249.fits,J232726.17+305750.5,6101.38
509,1374869.75,-6.419044733,-6.583865881,-6.512623429,-6.216268539,1.355138734,0.866234689,4.484771857,spec-55862-B6202_sp06-003.fits,J234115.40+301744.4,5019.19
510,1723878.5,-6.806763411,-6.843203902,-6.683372259,-6.303976774,1.939309019,1.706291243,4.679917652,spec-55862-B6202_sp06-007.fits,J234117.64+302537.4,5727.47
511,809520.75,-6.068480611,-5.965754986,-5.786242485,-5.380494595,2.431445104,2.147845346,4.872346936,spec-55862-B6202_sp06-011.fits,J234056.66+301846.0,6158.58
512,291887.9375,-4.970417619,-4.865477979,-4.693807364,-4.21392858,2.550435554,1.777756394,7.398325739,spec-55862-B6202_sp06-012.fits,J234129.24+303335.4,6002.61
513,1052395.75,-6.372597814,-6.269573569,-6.037649512,-5.630373955,2.235054844,2.375273056,5.382922624,spec-55862-B6202_sp06-013.fits,J234051.81+301446.4,6001.37
514,257534.2813,-4.511290789,-4.752008319,-4.785608351,-4.499313533,1.151376808,0.506559255,3.671416073,spec-55862-B6202_sp06-014.fits,J234029.55+302406.1,5081
515,997072.625,-6.351338029,-6.181730628,-5.942482948,-5.540085435,2.568208977,2.523992555,4.56239764,spec-55862-B6202_sp06-015.fits,J234053.84+302245.1,6365.15
516,1922771.5,-6.826359034,-6.957018375,-6.867157817,-6.566125751,1.606013809,1.405197911,4.138759373,spec-55862-B6202_sp06-018.fits,J234145.77+302444.5,5359.07
517,182686.6875,-4.06478107,-4.321750402,-4.427918196,-4.174098074,1.427049458,1.063099374,5.50943109,spec-55862-B6202_sp06-019.fits,J234135.31+302451.1,4766.11
518,480064.4688,-5.30991137,-5.432301164,-5.361014605,-5.050926209,1.422209222,0.829676081,3.977304292,spec-55862-B6202_sp06-020.fits,J234056.79+301640.2,5058.84
519,368227.5625,-5.153884292,-5.117653608,-4.978031218,-4.599855244,2.004006221,0.844877342,2.406958233,spec-55862-B6202_sp06-022.fits,J234005.87+302629.7,5434.66
520,317006.3125,-5.096428394,-4.951088727,-4.738158584,-4.287988842,2.945437212,1.845634169,7.140691897,spec-55862-B6202_sp06-023.fits,J234127.45+301538.1,6434.38
521,639197.375,-5.433105826,-5.741642714,-5.79410553,-5.550922155,0.733698484,0.618126357,3.665251269,spec-55862-B6202_sp06-024.fits,J234112.85+302836.1,4812.23
522,1506537.125,-6.773974895,-6.654743552,-6.417020559,-6.013734937,2.188495422,2.256837916,5.40257216,spec-55862-B6202_sp06-025.fits,J234027.65+301826.6,6084.44
523,1201601.625,-6.487727165,-6.48899138,-6.227083206,-5.886305571,1.897538469,2.540948671,8.535483972,spec-55862-B6202_sp06-027.fits,J234212.84+311303.7,5747.17
524,626380.25,-5.615362525,-5.684717298,-5.615814328,-5.356113911,1.575606339,-0.021768832,1.701133127,spec-55862-B6202_sp06-028.fits,J234205.15+310450.6,5012.82
525,560261.375,-5.499367714,-5.601834655,-5.525280833,-5.201292634,1.553712899,1.364779092,3.24881985,spec-55862-B6202_sp06-030.fits,J234237.34+310437.3,5253.23
526,207516.2656,-4.00898397,-4.458627105,-4.665000141,-4.480528235,1.194811056,0.625432937,3.418734338,spec-55862-B6202_sp06-031.fits,J234113.88+310919.8,4499.52
527,185587.3281,-4.510624111,-4.369926453,-4.170138538,-3.735692799,3.190298569,2.396717275,8.014098984,spec-55862-B6202_sp06-034.fits,J234127.65+310927.9,6295.29
528,456352.4375,-4.786047637,-5.286859274,-5.512989759,-5.413872004,0.817714767,0.761799735,-2.843964439,spec-55862-B6202_sp06-035.fits,J234153.16+310155.2,4271.93
529,453908.4688,-5.453619361,-5.342001319,-5.144819021,-4.738617837,2.443603489,2.507695973,4.33999534,spec-55862-B6202_sp06-037.fits,J234233.54+310905.3,6042.18
530,196538.9688,-4.596377909,-4.453384876,-4.20640707,-3.714505732,2.894309751,2.799463046,3.332116553,spec-55862-B6202_sp06-038.fits,J234134.71+311304.2,6386.96
531,311176.4688,-4.89951849,-4.960213304,-4.863297939,-4.502612054,1.626786156,0.759759705,3.181711479,spec-55862-B6202_sp06-039.fits,J234126.18+310827.3,5200.8
532,970424.5625,-6.255924702,-6.197484136,-6.002089381,-5.649098158,2.220516801,2.143200137,5.773599521,spec-55862-B6202_sp06-040.fits,J234259.10+310441.8,5930.25
533,874946.0625,-6.21804893,-6.065251827,-5.814808607,-5.39023757,2.043494429,1.842776176,4.236699604,spec-55862-B6202_sp06-042.fits,J234230.05+311402.8,6044.77
534,241042.375,-4.702337384,-4.676616192,-4.547727108,-4.147264361,2.488546112,2.513155764,5.771073868,spec-55862-B6202_sp06-043.fits,J234256.10+311120.4,5909.48
535,550912.1875,-5.764456987,-5.537532568,-5.272125602,-4.851623774,2.626013753,2.44044875,6.131626051,spec-55862-B6202_sp06-046.fits,J234254.09+310852.8,6463.44
536,214333.5313,-4.670084715,-4.55762893,-4.353652895,-3.937021196,1.955306634,1.148578059,1.077670455,spec-55862-B6202_sp06-050.fits,J234130.76+310314.2,5775.72
537,260283.5938,-4.616110623,-4.736700058,-4.713385701,-4.421013594,1.634630357,0.691317177,5.143644693,spec-55862-B6202_sp06-051.fits,J234424.03+310830.4,4970.53
538,421311.5938,-5.423894525,-5.261178613,-5.013673306,-4.578442276,1.959613004,3.211371296,6.823151661,spec-55862-B6202_sp06-052.fits,J234358.56+311258.0,5950.35
539,131795.125,-4.244995415,-3.930393159,-3.673001528,-3.129994571,2.235062013,1.728231291,6.736779409,spec-55862-B6202_sp06-054.fits,J234446.15+310915.8,5661.8
540,695173.5625,-5.838972926,-5.873183012,-5.688703656,-5.352580547,2.093674926,1.667280189,4.050113676,spec-55862-B6202_sp06-055.fits,J234317.14+311220.3,5827.48
541,214055.1563,-4.775083959,-4.537350833,-4.219379127,-3.728174865,2.21314026,3.116745949,3.439483764,spec-55862-B6202_sp06-056.fits,J234409.28+311317.9,6279.78
542,296822.1875,-5.035800934,-4.875671864,-4.649564624,-4.207805991,1.694498284,2.117855516,3.904339317,spec-55862-B6202_sp06-060.fits,J234418.39+305847.1,5853.12
543,522202.9063,-5.543870926,-5.545789003,-5.396107435,-5.032461882,2.142261006,1.791295583,4.910334404,spec-55862-B6202_sp06-062.fits,J234326.67+310456.3,5637.15
544,372703.375,-4.810312986,-5.109964609,-5.204671621,-5.066328645,0.898625697,1.144676538,1.552942626,spec-55862-B6202_sp06-063.fits,J234405.31+310538.5,4688.47
545,301883.25,-4.83150512,-4.931972921,-4.835095108,-4.575558305,1.130278294,2.30630287,3.943131171,spec-55862-B6202_sp06-067.fits,J234519.19+310352.8,5394.78
546,273352.1875,-4.86495167,-4.780218005,-4.590536356,-4.18341428,1.039892387,1.753925224,1.393069203,spec-55862-B6202_sp06-074.fits,J234530.80+311417.7,5194.98
547,231380.625,-4.584648609,-4.619642794,-4.534055889,-4.219902754,1.590604966,1.195975124,4.674297059,spec-55862-B6202_sp06-075.fits,J234433.81+310027.3,5291
548,319750.4375,-5.055199265,-5.050532818,-4.82173115,-4.427068532,1.764705406,1.541209295,2.681413957,spec-55862-B6202_sp06-076.fits,J234029.11+304804.4,5659.85
